request_id,user_id,category,direction,event_type_values,observation_count,historical_dates,intervals_days,median_interval_days,amounts,median_amount,inferred_by_current_engine
request_19,user_19,groceries,debit,expense,25,2024-03-13|2024-03-20|2024-03-27|2024-04-03|2024-04-10|2024-04-17|2024-04-24|2024-05-01|2024-05-08|2024-05-15|2024-05-22|2024-05-29|2024-06-05|2024-06-12|2024-06-19|2024-06-26|2024-07-03|2024-07-10|2024-07-17|2024-07-24|2024-07-31|2024-08-07|2024-08-14|2024-08-21|2024-08-28,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,4418.91|4871.72|6070.85|5452.26|5912.83|3877.79|4056.71|4744.13|3593.25|3852.58|5406.20|5542.84|4738.95|3575.19|5146.94|5908.15|4444.74|4667.68|4493.39|5184.21|3460.53|6005.09|4963.39|4864.04|4068.18,4744.13,True
request_19,user_19,transport,debit,expense,13,2024-03-14|2024-03-28|2024-04-11|2024-04-25|2024-05-09|2024-05-23|2024-06-06|2024-06-20|2024-07-04|2024-07-18|2024-08-01|2024-08-15|2024-08-29,14|14|14|14|14|14|14|14|14|14|14|14,14,3054.24|3298.25|3476.92|3849.50|2640.96|3432.81|2610.24|2788.22|3242.46|3659.94|2759.93|2462.29|2765.93,3054.24,True
request_20,user_20,salary,credit,income,5,2025-09-15|2025-10-15|2025-11-15|2025-12-15|2026-01-15,30|31|30|31,30.5,108000.00|108000.00|108000.00|108000.00|108000.00,108000.00,True
request_20,user_20,housing,debit,expense,6,2025-09-02|2025-10-02|2025-11-02|2025-12-02|2026-01-02|2026-02-02,30|31|30|31|31,31,7950.00|7950.00|7950.00|7950.00|7950.00|7950.00,7950.00,True
request_20,user_20,utilities,debit,expense,6,2025-09-05|2025-10-05|2025-11-05|2025-12-05|2026-01-05|2026-02-05,30|31|30|31|31,31,7784.29|7977.68|8058.75|6848.62|7551.74|7769.87,7777.08,True
request_20,user_20,insurance,debit,expense,6,2025-09-06|2025-10-06|2025-11-06|2025-12-06|2026-01-06|2026-02-06,30|31|30|31|31,31,3290.00|3290.00|3290.00|3290.00|3290.00|3290.00,3290.00,True
request_20,user_20,education,debit,expense,5,2025-09-07|2025-10-07|2025-11-07|2025-12-07|2026-01-07,30|31|30|31,30.5,8740.00|8740.00|8740.00|8740.00|8740.00,8740.00,True
request_20,user_20,healthcare,debit,expense,5,2025-09-09|2025-10-09|2025-11-09|2025-12-09|2026-01-09,30|31|30|31,30.5,5968.18|6648.50|5907.73|6505.49|6654.33,6505.49,True
request_20,user_20,entertainment,debit,expense,5,2025-09-13|2025-10-13|2025-11-13|2025-12-13|2026-01-13,30|31|30|31,30.5,2298.76|2279.67|2115.92|1949.86|2097.15,2115.92,True
request_20,user_20,cloud_storage,debit,subscription,5,2025-09-11|2025-10-11|2025-11-11|2025-12-11|2026-01-11,30|31|30|31,30.5,365.00|365.00|365.00|365.00|365.00,365.00,True
request_20,user_20,groceries,debit,expense,18,2025-08-13|2025-08-23|2025-09-02|2025-09-12|2025-09-22|2025-10-02|2025-10-12|2025-10-22|2025-11-01|2025-11-11|2025-11-21|2025-12-01|2025-12-11|2025-12-21|2025-12-31|2026-01-10|2026-01-20|2026-01-30,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,3866.50|3724.49|3127.16|4104.17|2968.61|4660.33|4109.13|2812.26|3525.04|3386.09|3796.24|3016.03|4683.37|3067.82|3588.10|3752.77|3702.16|4719.22,3713.32,False
request_20,user_20,transport,debit,expense,13,2025-08-14|2025-08-28|2025-09-11|2025-09-25|2025-10-09|2025-10-23|2025-11-06|2025-11-20|2025-12-04|2025-12-18|2026-01-01|2026-01-15|2026-01-29,14|14|14|14|14|14|14|14|14|14|14|14,14,2046.25|2060.70|2195.41|2632.00|3063.34|2359.03|2628.75|2836.95|2570.15|3145.95|2838.14|3150.25|3243.84,2632.00,True
request_20,user_20,dining,debit,expense,9,2025-08-15|2025-09-05|2025-09-26|2025-10-17|2025-11-07|2025-11-28|2025-12-19|2026-01-09|2026-01-30,21|21|21|21|21|21|21|21,21,3150.77|3075.11|3365.58|4270.04|2857.78|4308.23|2629.91|3352.75|3803.95,3352.75,False
request_21,user_21,salary,credit,income,5,2025-11-15|2025-12-15|2026-01-15|2026-02-15|2026-03-15,30|31|31|28,30.5,2256.00|2256.00|2256.00|2256.00|2256.00,2256.00,True
request_21,user_21,rent,debit,expense,6,2025-11-02|2025-12-02|2026-01-02|2026-02-02|2026-03-02|2026-04-02,30|31|31|28|31,31,718.80|718.80|718.80|718.80|718.80|718.80,718.80,True
request_21,user_21,utilities,debit,expense,5,2025-11-06|2025-12-06|2026-01-06|2026-02-06|2026-03-06,30|31|31|28,30.5,115.31|123.72|120.59|122.18|124.08,122.18,True
request_21,user_21,cloud_storage,debit,subscription,5,2025-11-12|2025-12-12|2026-01-12|2026-02-12|2026-03-12,30|31|31|28,30.5,11.00|11.00|11.00|11.00|11.00,11.00,True
request_21,user_21,streaming,debit,subscription,5,2025-11-09|2025-12-09|2026-01-09|2026-02-09|2026-03-09,30|31|31|28,30.5,47.00|47.00|47.00|47.00|47.00,47.00,True
request_21,user_21,shopping,debit,expense,5,2025-11-12|2025-12-12|2026-01-12|2026-02-12|2026-03-12,30|31|31|28,30.5,133.38|115.86|120.74|115.71|126.38,120.74,True
request_21,user_21,groceries,debit,expense,18,2025-10-08|2025-10-18|2025-10-28|2025-11-07|2025-11-17|2025-11-27|2025-12-07|2025-12-17|2025-12-27|2026-01-06|2026-01-16|2026-01-26|2026-02-05|2026-02-15|2026-02-25|2026-03-07|2026-03-17|2026-03-27,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,65.93|104.23|92.12|68.82|95.62|104.19|72.06|101.34|84.70|77.20|79.00|66.13|85.90|90.57|71.22|70.98|77.75|97.55,81.85,False
request_21,user_21,transport,debit,expense,9,2025-10-09|2025-10-30|2025-11-20|2025-12-11|2026-01-01|2026-01-22|2026-02-12|2026-03-05|2026-03-26,21|21|21|21|21|21|21|21,21,38.96|37.19|34.52|50.00|40.66|33.38|51.42|47.84|36.86,38.96,False
request_21,user_21,dining,debit,expense,9,2025-10-10|2025-10-31|2025-11-21|2025-12-12|2026-01-02|2026-01-23|2026-02-13|2026-03-06|2026-03-27,21|21|21|21|21|21|21|21,21,82.43|68.28|85.96|60.18|88.07|100.63|97.67|98.39|69.31,85.96,False
request_22,user_22,salary,credit,income,5,2024-07-15|2024-08-15|2024-09-15|2024-10-15|2024-11-15,31|31|30|31,31,616.00|616.00|616.00|616.00|616.00,616.00,True
request_22,user_22,rent,debit,expense,6,2024-07-03|2024-08-03|2024-09-03|2024-10-03|2024-11-03|2024-12-03,31|31|30|31|30,31,178.20|178.20|178.20|178.20|178.20|178.20,178.20,True
request_22,user_22,utilities,debit,expense,5,2024-07-07|2024-08-07|2024-09-07|2024-10-07|2024-11-07,31|31|30|31,31,32.53|33.73|31.52|27.68|27.34,31.52,True
request_22,user_22,music_subscription,debit,subscription,5,2024-07-12|2024-08-12|2024-09-12|2024-10-12|2024-11-12,31|31|30|31,31,6.00|6.00|6.00|6.00|6.00,6.00,True
request_22,user_22,delivery_membership,debit,subscription,5,2024-07-14|2024-08-14|2024-09-14|2024-10-14|2024-11-14,31|31|30|31,31,5.00|5.00|5.00|5.00|5.00,5.00,True
request_22,user_22,gym,debit,subscription,5,2024-07-11|2024-08-11|2024-09-11|2024-10-11|2024-11-11,31|31|30|31,31,17.00|17.00|17.00|17.00|17.00,17.00,True
request_22,user_22,entertainment,debit,expense,5,2024-07-15|2024-08-15|2024-09-15|2024-10-15|2024-11-15,31|31|30|31,31,19.64|18.94|23.29|22.03|20.43,20.43,True
request_22,user_22,groceries,debit,expense,26,2024-06-12|2024-06-19|2024-06-26|2024-07-03|2024-07-10|2024-07-17|2024-07-24|2024-07-31|2024-08-07|2024-08-14|2024-08-21|2024-08-28|2024-09-04|2024-09-11|2024-09-18|2024-09-25|2024-10-02|2024-10-09|2024-10-16|2024-10-23|2024-10-30|2024-11-06|2024-11-13|2024-11-20|2024-11-27|2024-12-04,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,23.95|29.03|22.38|20.60|26.47|28.31|22.88|25.75|20.50|22.19|21.76|23.84|23.02|28.46|22.14|19.54|29.25|27.59|23.94|21.58|29.81|27.33|18.71|18.60|18.35|26.82,23.43,True
request_22,user_22,transport,debit,expense,25,2024-06-13|2024-06-20|2024-06-27|2024-07-04|2024-07-11|2024-07-18|2024-07-25|2024-08-01|2024-08-08|2024-08-15|2024-08-22|2024-08-29|2024-09-05|2024-09-12|2024-09-19|2024-09-26|2024-10-03|2024-10-10|2024-10-17|2024-10-24|2024-10-31|2024-11-07|2024-11-14|2024-11-21|2024-11-28,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,16.09|11.63|16.34|10.38|12.33|12.70|12.95|12.59|9.70|10.41|10.72|11.85|12.65|15.34|10.09|15.68|13.05|9.90|15.93|15.08|15.65|14.93|11.44|15.87|15.02,12.70,True
request_22,user_22,dining,debit,expense,13,2024-06-14|2024-06-28|2024-07-12|2024-07-26|2024-08-09|2024-08-23|2024-09-06|2024-09-20|2024-10-04|2024-10-18|2024-11-01|2024-11-15|2024-11-29,14|14|14|14|14|14|14|14|14|14|14|14,14,12.25|18.82|13.59|14.46|20.85|15.63|17.66|16.03|14.22|18.53|12.65|15.84|18.41,15.84,True
request_23,user_23,salary,credit,income,5,2024-12-15|2025-01-15|2025-02-15|2025-03-15|2025-04-15,31|31|28|31,31,45760.00|45760.00|45760.00|45760.00|45760.00,45760.00,True
request_23,user_23,rent,debit,expense,6,2024-12-04|2025-01-04|2025-02-04|2025-03-04|2025-04-04|2025-05-04,31|31|28|31|30,31,15312.00|15312.00|15312.00|15312.00|15312.00|15312.00,15312.00,True
request_23,user_23,utilities,debit,expense,5,2024-12-08|2025-01-08|2025-02-08|2025-03-08|2025-04-08,31|31|28|31,31,2877.85|2484.32|2915.67|2813.94|2680.15,2813.94,True
request_23,user_23,debt_repayment,debit,debt_payment,5,2024-12-13|2025-01-13|2025-02-13|2025-03-13|2025-04-13,31|31|28|31,31,5852.00|5852.00|5852.00|5852.00|5852.00,5852.00,True
request_23,user_23,healthcare,debit,expense,5,2024-12-12|2025-01-12|2025-02-12|2025-03-12|2025-04-12,31|31|28|31,31,1341.05|1331.22|1439.91|1317.68|1377.89,1341.05,True
request_23,user_23,family_support,debit,expense,5,2024-12-15|2025-01-15|2025-02-15|2025-03-15|2025-04-15,31|31|28|31,31,4270.20|4270.20|4270.20|4270.20|4270.20,4270.20,True
request_23,user_23,cloud_storage,debit,subscription,5,2024-12-14|2025-01-14|2025-02-14|2025-03-14|2025-04-14,31|31|28|31,31,295.90|295.90|295.90|295.90|295.90,295.90,True
request_23,user_23,shopping,debit,expense,5,2024-12-14|2025-01-14|2025-02-14|2025-03-14|2025-04-14,31|31|28|31,31,1279.39|1396.33|1389.39|1232.23|1281.33,1281.33,True
request_23,user_23,groceries,debit,expense,25,2024-11-13|2024-11-20|2024-11-27|2024-12-04|2024-12-11|2024-12-18|2024-12-25|2025-01-01|2025-01-08|2025-01-15|2025-01-22|2025-01-29|2025-02-05|2025-02-12|2025-02-19|2025-02-26|2025-03-05|2025-03-12|2025-03-19|2025-03-26|2025-04-02|2025-04-09|2025-04-16|2025-04-23|2025-04-30,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,1401.85|1332.28|1586.85|1372.64|1821.15|2207.92|1981.14|2178.52|1927.69|2125.65|1544.99|1914.51|1421.88|1556.59|2186.26|2146.88|1717.87|2074.73|1372.44|1706.85|1487.69|1794.76|1678.37|1514.83|1257.56,1706.85,True
request_23,user_23,transport,debit,expense,13,2024-11-14|2024-11-28|2024-12-12|2024-12-26|2025-01-09|2025-01-23|2025-02-06|2025-02-20|2025-03-06|2025-03-20|2025-04-03|2025-04-17|2025-05-01,14|14|14|14|14|14|14|14|14|14|14|14,14,682.68|1121.50|747.69|777.57|896.02|904.55|968.71|1046.56|738.21|956.01|1092.98|834.00|783.18,896.02,True
request_24,user_24,salary,credit,income,5,2025-08-15|2025-09-15|2025-10-15|2025-11-15|2025-12-15,31|30|31|30,30.5,61000.00|61000.00|61000.00|61000.00|61000.00,61000.00,True
request_24,user_24,rent,debit,expense,6,2025-08-01|2025-09-01|2025-10-01|2025-11-01|2025-12-01|2026-01-01,31|30|31|30|31,31,18600.00|18600.00|18600.00|18600.00|18600.00|18600.00,18600.00,True
request_24,user_24,utilities,debit,expense,5,2025-08-05|2025-09-05|2025-10-05|2025-11-05|2025-12-05,31|30|31|30,30.5,3049.81|3226.12|3417.70|3335.41|3490.50,3335.41,True
request_24,user_24,insurance,debit,expense,5,2025-08-06|2025-09-06|2025-10-06|2025-11-06|2025-12-06,31|30|31|30,30.5,2510.00|2510.00|2510.00|2510.00|2510.00,2510.00,True
request_24,user_24,cloud_storage,debit,subscription,5,2025-08-11|2025-09-11|2025-10-11|2025-11-11|2025-12-11,31|30|31|30,30.5,355.00|355.00|355.00|355.00|355.00,355.00,True
request_24,user_24,streaming,debit,subscription,5,2025-08-08|2025-09-08|2025-10-08|2025-11-08|2025-12-08,31|30|31|30,30.5,1200.00|1200.00|1200.00|1200.00|1200.00,1200.00,True
request_24,user_24,shopping,debit,expense,5,2025-08-11|2025-09-11|2025-10-11|2025-11-11|2025-12-11,31|30|31|30,30.5,2409.82|2514.90|2680.78|2398.76|2564.00,2514.90,True
request_24,user_24,entertainment,debit,expense,5,2025-08-13|2025-09-13|2025-10-13|2025-11-13|2025-12-13,31|30|31|30,30.5,1870.60|2124.72|1916.16|1845.75|1896.25,1896.25,True
request_24,user_24,groceries,debit,expense,18,2025-07-10|2025-07-20|2025-07-30|2025-08-09|2025-08-19|2025-08-29|2025-09-08|2025-09-18|2025-09-28|2025-10-08|2025-10-18|2025-10-28|2025-11-07|2025-11-17|2025-11-27|2025-12-07|2025-12-17|2025-12-27,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,2886.90|2024.93|2236.73|2439.18|2564.99|2201.87|2601.43|2958.79|2042.70|2145.69|1843.76|2358.78|2295.12|1824.41|2113.95|2260.73|2106.55|2321.31,2248.73,False
request_24,user_24,transport,debit,expense,36,2025-07-11|2025-07-16|2025-07-21|2025-07-26|2025-07-31|2025-08-05|2025-08-10|2025-08-15|2025-08-20|2025-08-25|2025-08-30|2025-09-04|2025-09-09|2025-09-14|2025-09-19|2025-09-24|2025-09-29|2025-10-04|2025-10-09|2025-10-14|2025-10-19|2025-10-24|2025-10-29|2025-11-03|2025-11-08|2025-11-13|2025-11-18|2025-11-23|2025-11-28|2025-12-03|2025-12-08|2025-12-13|2025-12-18|2025-12-23|2025-12-28|2026-01-02,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,5,1663.51|1021.64|1760.99|1208.87|1232.11|1319.20|1536.25|1122.20|1576.88|1091.32|1119.08|1370.25|1401.30|1393.89|1153.55|1586.75|1218.23|1750.91|1585.39|1069.31|1314.27|1731.13|1110.11|1256.01|1514.06|1600.18|1534.77|1050.40|1187.92|1270.09|1485.42|1341.45|1059.47|1438.00|1255.38|1593.41,1330.32,True
request_24,user_24,dining,debit,expense,26,2025-07-12|2025-07-19|2025-07-26|2025-08-02|2025-08-09|2025-08-16|2025-08-23|2025-08-30|2025-09-06|2025-09-13|2025-09-20|2025-09-27|2025-10-04|2025-10-11|2025-10-18|2025-10-25|2025-11-01|2025-11-08|2025-11-15|2025-11-22|2025-11-29|2025-12-06|2025-12-13|2025-12-20|2025-12-27|2026-01-03,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,1757.23|1886.97|2149.97|2239.04|1328.72|1291.44|2105.67|2046.83|2288.09|1893.38|1783.10|2137.71|1985.64|1496.44|1662.99|1942.46|1818.76|1423.26|2198.00|1345.87|1415.29|1842.20|1911.68|2184.47|2151.71|1918.02,1902.53,True
request_25,user_25,salary,credit,income,5,2023-10-15|2023-11-15|2023-12-15|2024-01-15|2024-02-15,31|30|31|31,31,28499994.0000|28499994.0000|28499994.0000|28499994.0000|28499994.0000,28499994.00,True
request_25,user_25,rent,debit,expense,6,2023-10-02|2023-11-02|2023-12-02|2024-01-02|2024-02-02|2024-03-02,31|30|31|31|29,31,6954000.00|6954000.00|6954000.00|6954000.00|6954000.00|6954000.00,6954000.00,True
request_25,user_25,utilities,debit,expense,5,2023-10-06|2023-11-06|2023-12-06|2024-01-06|2024-02-06,31|30|31|31,31,1338903.44|1401205.21|1334719.89|1341541.39|1201903.67,1338903.44,True
request_25,user_25,insurance,debit,expense,5,2023-10-07|2023-11-07|2023-12-07|2024-01-07|2024-02-07,31|30|31|31,31,904400.00|904400.00|904400.00|904400.00|904400.00,904400.00,True
request_25,user_25,cloud_storage,debit,subscription,5,2023-10-12|2023-11-12|2023-12-12|2024-01-12|2024-02-12,31|30|31|31,31,126350.00|126350.00|126350.00|126350.00|126350.00,126350.00,True
request_25,user_25,streaming,debit,subscription,5,2023-10-09|2023-11-09|2023-12-09|2024-01-09|2024-02-09,31|30|31|31,31,573800.00|573800.00|573800.00|573800.00|573800.00,573800.00,True
request_25,user_25,shopping,debit,expense,5,2023-10-12|2023-11-12|2023-12-12|2024-01-12|2024-02-12,31|30|31|31,31,966785.96|1054608.50|1000693.22|1102784.74|1170271.29,1054608.50,True
request_25,user_25,entertainment,debit,expense,5,2023-10-14|2023-11-14|2023-12-14|2024-01-14|2024-02-14,31|30|31|31,31,451681.59|415734.51|499510.22|504697.37|426338.40,451681.59,True
request_25,user_25,groceries,debit,expense,18,2023-09-11|2023-09-21|2023-10-01|2023-10-11|2023-10-21|2023-10-31|2023-11-10|2023-11-20|2023-11-30|2023-12-10|2023-12-20|2023-12-30|2024-01-09|2024-01-19|2024-01-29|2024-02-08|2024-02-18|2024-02-28,10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10|10,10,1348940.42|1510693.45|1490390.69|1211444.04|1048982.51|1066197.78|893559.78|1252001.65|1101344.82|876032.86|917586.64|1454933.56|983053.43|1388569.11|1335295.20|1369082.68|864688.59|1472349.10,1231722.84,False
request_25,user_25,transport,debit,expense,36,2023-09-12|2023-09-17|2023-09-22|2023-09-27|2023-10-02|2023-10-07|2023-10-12|2023-10-17|2023-10-22|2023-10-27|2023-11-01|2023-11-06|2023-11-11|2023-11-16|2023-11-21|2023-11-26|2023-12-01|2023-12-06|2023-12-11|2023-12-16|2023-12-21|2023-12-26|2023-12-31|2024-01-05|2024-01-10|2024-01-15|2024-01-20|2024-01-25|2024-01-30|2024-02-04|2024-02-09|2024-02-14|2024-02-19|2024-02-24|2024-02-29|2024-03-05,5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5,5,725793.85|447746.71|579668.34|636547.25|724399.08|591314.74|458415.57|445484.16|617815.52|567772.41|507090.88|454432.04|617984.73|557483.97|627417.61|547424.01|522613.77|695049.46|721981.78|732740.37|593848.06|639058.00|721837.88|637250.91|562442.16|542331.16|463292.75|745983.26|549524.60|664768.21|448075.32|560613.20|458596.67|663001.49|729004.44|571596.93,585491.54,True
request_25,user_25,dining,debit,expense,25,2023-09-13|2023-09-20|2023-09-27|2023-10-04|2023-10-11|2023-10-18|2023-10-25|2023-11-01|2023-11-08|2023-11-15|2023-11-22|2023-11-29|2023-12-06|2023-12-13|2023-12-20|2023-12-27|2024-01-03|2024-01-10|2024-01-17|2024-01-24|2024-01-31|2024-02-07|2024-02-14|2024-02-21|2024-02-28,7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7|7,7,979886.38|1028620.35|1117067.23|756322.76|1249486.33|1232054.29|1115260.36|1261355.55|921922.80|1142868.87|897310.27|740801.32|1022655.76|1128974.93|956749.83|1095978.20|868921.02|925855.11|1204804.45|1057617.64|1251981.80|949118.03|1051249.87|777034.83|1133036.68,1051249.87,True
